start|end|speaker_id|duration|text
0.993|30.204|SPEAKER_01|29.211000000000002|" 지금부터 저랑 그 역할극을 합시다 역할극을 스탠딩 코미디 스타일로 할 건데 토론을 하면서 자연스럽게 대화하는 형식으로 하면서 코미디를 진행해봅시다.
 그래서 좀 재밌고 자연스럽고 유머러스하게 저랑 대화를 하시면 돼요 자연스럽게
 그리고 주제는 쌍기타로 전기기타를 시작하는 게 좋으냐
 아니면 비싼 기타로 전기기타를 시작하는 게 좋으냐
 이거를 입장을 나눠가지고
 저랑 토론해보면 좋을 것 같아요.
 두 중에 어떤 역할 맡으실래요?
"
32.414|42.708|SPEAKER_00|10.293999999999997|" 좋습니다. 그럼 제가 싼 기타로 시작하는 게 좋다는 입장을 맡아볼게요. 그럼 성형님은 비싼 기타로 시작하는 게 좋다는 입장이시죠?
 네 맞아요. 준비 되셨나요?
"
41.645|44.024|SPEAKER_01|2.378999999999998|" 네 됐어요. 시작하시죠.
"
45.813|67.10900000000001|SPEAKER_00|21.296000000000006|" 좋아요.
 먼저 3기타로 시작하는게
 좋은 이유를 말씀드리겠습니다.
 초보자일때는
 실수도 많고 기타에 익숙해지는
 과정이 필요하니까 비싼 기타보다는
 부담없이 연습할 수 있는
 싼 기타가 좋다고 봅니다.
 무엇보다 실력이 향상되면 그때 좋은 기타로 업그레이드 하는 것도 나쁘지 않죠?
 성형님은 어떻게 생각하세요?
"
67.227|82.786|SPEAKER_01|15.558999999999997|" 아, 저는 지금 말에 어폐가 있다고 생각해요.
 왜냐하면 어차피 지금 비싼 기타로
 나중에 살 생각을 하는 거잖아요.
 그럼 어차피 비싼 기타로 사고 싼 기타로 사게 되는데 그런 이중 이중 지출을 하지 말고 처음부터 비싼 기타로 가면 이중지출을 막을 수가 있습니다.
"
84.659|102.564|SPEAKER_00|17.904999999999987|" 그런데 비싼 기타로 시작하면
 혹시라도 흠집이 나거나 실수할 때 부담이 더 크지 않을까요?
 초보 때는 실습을 많이 하니까 더 크지 않을까요?
 초보 때는 실습을 많이 하니까
 쌍기타로 마음 편히 연습할 수 있는게
 더 좋다고 생각해요.
 그리고 기타 현지에 익숙해지면
 그때 비싼 기타를 사는게 더 의미있지 않을까요? 아니 근데 어차피 비싼 기타를 살 건데
"
103.492|117.532|SPEAKER_01|14.039999999999992|" 싼 기타를 뭐하러 또 삽니까?
 그리고 기타 실력이랑 흠집이랑은 아무 상관이 없어요
 기타를 망치로 치는 것도 아니라 손가락으로 치는 건데
 기타를 싼 거 산다고 달라지나요?
"
119.759|138.67600000000002|SPEAKER_00|18.917000000000016|" 하하, 기타를 망치로 치진 않지만
 그래도 초보자들은 실수도 많고
 조심스럽게 다루기 어려울 수 있잖아요.
 비싼 기타를 사기 전에
 부담없이 연습하면서
 자신감을 키우는 것도 중요하다고 생각해요
 그리고 싼 기타도 요즘은 하는 것도 중요하다고 생각해요.
 그리고 쌍기타도 요즘은
 품질이 꽤 좋아서 연습용으로
"
139.351|168.96699999999998|SPEAKER_01|29.615999999999985|" 충분하죠. 아 맞아요. 그것도 맞는 말이에요. 쌍기타도 요새 품질이
 많이 좋아서
 연습하는데 충분한 거는
 맞는데
 근데 뭐 돈이 있으면은 그냥 비싼 기타 사서 하면 되는 거 아니에요?
 그리고 기타를 그 안 좋은 걸 사면 뭐가 문제가 있냐면 자기가 이게 뭐가 안 될 때, 안 될 때 이게 기타가 싸구려라서 안 되나? 라는 생각을 한단 말이죠.
 근데 기타가 좋은 기타다.
 그러면은 아 이거 내가 부족해서 기타가 이런 소리밖에 안 나는구나 라고 생각하면서 반성을 하면서 더 열심히 연습하게 된다니까요
"
170.907|192.321|SPEAKER_00|21.413999999999987|" 하하
 역시 좋은 기타를 사면 책임감도
 더 커진다는 말씀이시군요 그래도 비싼 기타를 처음부터 사면 혹시라도 기타에 흥미가 떨어지거나 생각보다 연습시간이 적을 때 아까울 수도 있잖아요.
 쌍기타로 시작해서
 부담없이 연습하고
 정말 기타에 흥미가 생기면 그때 비슷하게 부담 없이 연습하고
 정말 기타에 흥미가 생기면
 그때 비싼 기타로 넘어가는 것도 좋은 방법이죠
"
